Src,Name,Type,Date,Desc
TrendMicro,Trojan.JS.POWLOAD.AA,Threat,"September 20, 2018",This Trojan  arrives as an attachment to email messages spammed by other malware/grayware or malicious users. It arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,Ransom.Python.PYLOCKY.B,Threat,"September 10, 2018",This Ransomware  arrives as an attachment to email messages spammed by other malware/grayware or malicious users. It arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,RANSOM.PYTHON.PYLOCKY.AOKAM,Threat,"September 10, 2018",This Ransomware  arrives as an attachment to email messages spammed by other malware/grayware or malicious users. It arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,RANSOM_PYLOCKY.A,Threat,"September 10, 2018",This Ransomware  arrives as an attachment to email messages spammed by other malware/grayware or malicious users. It arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TSPY_BEBLOH.YMNPV,Threat,"August 22, 2018",This Trojan Spy  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TSPY_URSNIF.AUSIQJ,Threat,"August 22, 2018",This Trojan Spy  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It connects to certain websites to send and receive information.
TrendMicro,TSPY_URSNIF.TIBAIDO,Threat,"August 22, 2018",This Trojan Spy  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It may be downloaded by other malware/grayware from remote sites.
TrendMicro,TROJ_MALIQY.E,Threat,"August 22, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,BKDR_SETHC.D,Threat,"August 21, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It executes commands from a remote malicious user effectively compromising the affected system.
TrendMicro,HTML_EXPLOIT.YYRV,Threat,"August 15, 2018",This Exploit  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It takes advantage of certain vulnerabilities.
TrendMicro,RANSOM_PRINCESSLOCKER.B,Threat,"August 09, 2018",This Ransomware  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It connects to a website to send and receive information.
TrendMicro,TROJ_DLOADR.AUSUMP,Threat,"July 26, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TROJ_DLOADR.AUSUMQ,Threat,"July 26, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TROJ_MALOAD.QFKG,Threat,"July 26, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It arrives as a component bundled with malware/grayware packages.
TrendMicro,ELF_MIRAI.LBOUG,Threat,"July 23, 2018",This Worm  may be downloaded by other malware/grayware from remote sites.It executes then deletes itself afterward.
TrendMicro,UNIX_MIRAI.DLDS,Threat,"July 23, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It executes then deletes itself afterward.
TrendMicro,BKDR_FLAWEDAMMYY.DLOADR,Threat,"June 22, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It executes the downloaded files.
TrendMicro,BKDR_FLAWEDAMMYY.B,Threat,"June 22, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It may be downloaded by other malware/grayware from remote sites.
TrendMicro,ELF_VPNFILT.D,Threat,"June 07, 2018",This Trojan  may be downloaded by other malware/grayware from remote sites.
TrendMicro,TROJ_KILLMBR.EG,Threat,"June 07, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TROJ_KILLMBR.EE,Threat,"June 07, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,ELF_VPNFILT.C,Threat,"June 07, 2018",This Trojan  may be downloaded by other malware/grayware from remote sites. It arrives as a component bundled with malware/grayware packages.
TrendMicro,ELF_VPNFILT.B,Threat,"May 24, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It may be downloaded by other malware/grayware from remote sites.
TrendMicro,ELF_VPNFILT.A,Threat,"May 24, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.As of this writing the said sites are inaccessible.
TrendMicro,PE_XIAOBAMINER.SM,Threat,"April 13, 2018",This coinminer has file infecting capabilities.This File infector  arrives via removable drives.
TrendMicro,COINMINER_COINHIVE.E-JS,Threat,"March 28, 2018",This Coinminer  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It may be hosted on a website and run when a user accesses the said website.
TrendMicro,TROJ_PYEB.A,Threat,"March 15, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites. It arrives as a component bundled with malware/grayware packages.
TrendMicro,RANSOM_LOCKY.TIAOKAI,Threat,"March 13, 2018",This ransomware is downloaded from Greenflash-Sundown exploit kit's use of CVE-2018-4878.This Ransomware  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,BKDR_NUKESPED.A,Threat,"February 23, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It listens on ports.
TrendMicro,TROJ_OLYMPICDESTROYER.A,Threat,"February 13, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It does not have any backdoor routine.
TrendMicro,BKDR_PROTUX.SMZKEB-G,Threat,"February 06, 2018",This Backdoor  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It executes then deletes itself afterward.
TrendMicro,ANDROIDOS_CHMINER.A,Threat,"February 03, 2018",Rapid spreading Miner botnetThis Coinminer  arrives as a component bundled with malware/grayware packages.It uses the system's central processing unit (CPU) and/or graphical processing unit (GPU) resources to mine cryptocurrency.
TrendMicro,OSX64_CVE20175753.POC,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Mac OS systems.
TrendMicro,TROJ_CVE20175753.POH,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ64_CVE20175753.POD,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ_CVE20175753.POI,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ_CVE20175753.POF,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ_CVE20175753.POG,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ64_CVE20175753.POE,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ64_CVE20175754.POC,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Meltdown. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ_CVE20175753.POE,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,ELF64_CVE20175753.POC,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Linux systems.
TrendMicro,ELF64_CVE20175753.POD,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Linux systems.
TrendMicro,TROJ_CVE20175753.POD,Threat,"January 24, 2018",This proof of concept attempts to exploit a vulnerability known as Spectre. If successful it allows exploitation of said vulnerability in Windows systems.
TrendMicro,TROJ_KILLDISK.IUB,Threat,"January 11, 2018",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,TROJ64_CVE20175753.POC,Threat,"January 08, 2018",This Exploit  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It takes advantage of certain vulnerabilities.
TrendMicro,TROJ_DIGMINEIN.A,Threat,"December 21, 2017",This cryptomining bot was seen spreading through Facebook Messenger and was first observed in South Korea. The malware is sent to victims posing as a video file but in reality is an AutoIt script.
TrendMicro,ANDROIDOS_STEALERC32,Threat,"December 18, 2017",This malware is a variant of a VMAP a mobile component of targeted attacks which affected various sectors in the Middle East. It is capable of searching and extracting information from affected units record calls locating devices via geolocation and downloading and installing other applications.
TrendMicro,RANSOM_CRYPTOQKG.A,Threat,"November 22, 2017",Dubbed as qkG this file-encrypting ransomware is written entirely in Visual Basics for Applications (VBA) macros. This is rare considering  ransomware families that use malicious macros to download the malwareAfter this malware infects the normal.
TrendMicro,RANSOM_BADRABBIT.SMA,Threat,"October 24, 2017",This ransomware known as Bad Rabbit infected systems belonging to several high profile companies in Ukraine and Russia. It arrives via watering hole attack on compromised websites.
TrendMicro,RANSOM_BADRABBIT.A,Threat,"October 24, 2017",This ransomware also known as Bad Rabbit reportedly spread to networks of some high profile companies located in Ukraine and Russia. It spreads via network shares.
TrendMicro,WORM_RETADUP.D,Threat,"September 20, 2017",This malware is one of the variants/components of RETADUP malware discovered on September 2017 to be hitting users in South America for purposes of cryptocurrency mining. Users infected by this malware may find malicous behaviors being exhibited upon their system.
TrendMicro,TROJ_MALEPS.B,Threat,"September 14, 2017",This malware is associated with attacks involving malicious attachments for Hangul Word Processor (HWP). In the attack PostScript is used to gain access to a victim's machine.
TrendMicro,TROJ_HWDOOR.B,Threat,"September 14, 2017",This malware is associated with the attacks against the word processing application Hangul Word Processor (HWP) which is able to run PostScript code. The attacks do not involve actual exploits the attackers instead abuse a feature of PostScript.
TrendMicro,TROJ_HWDOOR.A,Threat,"September 14, 2017",This malware is associated with the attacks against the word processing application Hangul Word Processor (HWP) which is able to run PostScript code. The attacks do not involve actual exploits the attackers instead abuse a feature of PostScript.
TrendMicro,TSPY_EMOTET.AUSJLA,Threat,"September 07, 2017",This information stealing malware arrives as spam spoofing an invoice or payment notification. If the user clicks the URL in the email it executes a PowerShell command that downloads EMOTET.
TrendMicro,TSPY_EMOTET.AUSJKV,Threat,"September 07, 2017",This information stealing malware arrives as spam spoofing an invoice or payment notification. If the user clicks the URL in the email it executes a PowerShell command that downloads EMOTET.
TrendMicro,TSPY_EMOTET.AUSJKW,Threat,"September 07, 2017",This information stealing malware arrives as spam spoofing an invoice or payment notification. If the user clicks the URL in the email it executes a PowerShell command that downloads EMOTET.
TrendMicro,TSPY_EMOTET.SMD3,Threat,"September 07, 2017",This information stealing malware arrives as spam spoofing an invoice or payment notification. If the user clicks the URL in the email it executes a PowerShell command that downloads EMOTET.
TrendMicro,TROJ_ANDROM.SVN,Threat,"August 30, 2017",This malware is involved in the filelessly-installed backdoor malware attack discovered early August 2017. Users affected by this malware may find their systems exhibiting malicious routines.
TrendMicro,TROJ_PSINJECT.A,Threat,"August 30, 2017",This malware is involved in the filelessly-installed backdoor malware attack discovered early August 2017. It is able to install a backdoor malware onto the systems it infects.
TrendMicro,BKDR_ANDROM.ETIN,Threat,"August 30, 2017",This malware is the filelessly-installed backdoor malware discovered on early August 2017. Users whose systems are affected by this particular malware may find the security of their systems compromised.
TrendMicro,BKDR_FORSHARE.A,Threat,"August 21, 2017",This malware is linked to the discovery of fileless crytocurrency miner TROJ64_COINMINER.QO late August 2017.
TrendMicro,TROJ64_COINMINER.QO,Threat,"August 21, 2017",This malware is a cryptocurrency mining malware discovered late August 2017 and found to be sporting fileless routines. Users affected by this malware may find their systems being used to mine cryptocurrency without their authorization.
TrendMicro,TROJ_SHARIK.VDA,Threat,"August 17, 2017",This malware was discovered on August 2017 to have been delivered by the Disdain exploit kit. This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,JS_POWMET.DE,Threat,"August 02, 2017",This malware is involved in the filelessly-installed backdoor malware attack discovered early August 2017. It is able to install a backdoor malware onto the systems it infects.
TrendMicro,ANDROIDOS_LEAKERLOCKER.HRX,Threat,"July 31, 2017",This mobile ransomware threatens to send personal data from a victim's phone to everyone in their contact list. It was carried by three apps found in Google Play:  “Wallpapers Blur HD” “Booster &amp;amp; Cleaner Pro” and “Calls Recorder”.
TrendMicro,ELF_SHELLBIND.A,Threat,"July 18, 2017",This malware opens a command shell on the targeted system. It mainly targets IoT devices particularly Network Attached Storage (NAS) devices.
TrendMicro,ANDROIDOS_GHOSTCTRL.OPS,Threat,"July 17, 2017",This malware masquerades as popular apps like MMS whatsapp and Pokemon Go. It is capable of hijacking a phone and is capable of many actions including calling a number or sending an SMS indicated by an attacker upload files into a C&amp;amp;C server and steal information.
TrendMicro,JAVA_ADWIND.BG,Threat,"July 11, 2017",This cross-platform remote access trojan (RAT) can be run on any machine installed with Java. This includes Windows Mac OSX Linux and Android.
TrendMicro,OSX_DOK.C,Threat,"July 10, 2017",This malware abuses certificates and has security software evasion that affects machines using Apple's OS X operating system. The fake certificates installed by the malware allows for man in the middle attacks.
TrendMicro,ANDROIDOS_SLOCKER.AXBP,Threat,"July 05, 2017",A new variant of this mobile malware (ANDROIDOS_SLOCKER.OPST) is known to have the same GUI as WannaCry and are capable of encrypting files.
TrendMicro,WORM_RETADUP.A,Threat,"June 29, 2017",This information stealing malware was one of the IoCs found in recent attacks targeting hospitals in Israel. This malware is also notable for its stealth.
TrendMicro,RANSOM_PETYA.SMA,Threat,"June 28, 2017",This variant of PETYA ransomware is involved in the ongoing attack campaign that Trend Micro discovered late June 2017 . Along with encryption capabilities it also has the ability to steal login credentials.
TrendMicro,RANSOM_ELFEREBUS.A,Threat,"June 19, 2017",This malware is a variant of the ransomware family EREBUS and was discovered to be involved in an attack against South Korean webhosting company NAYANA. Users affected by this malware may find their personal files and documents encrypted and thus rendered useless.
TrendMicro,RANSOM_SOREBRECT.B,Threat,"June 15, 2017",This malware is a variant of the SOREBRECT malware that Trend Micro discovered on June 2017. It sports fileless code-injecting capabilities.
TrendMicro,RANSOM_SOREBRECT.A,Threat,"June 15, 2017",This malware is a variant of the SOREBRECT malware that Trend Micro discovered on June 2017. It sports fileless code-injecting capabilities.
TrendMicro,TROJ_POWHOV.A,Threat,"June 09, 2017",This malware is part of the malware spam attack Trend Micro uncovered early June of 2017 one that targeted certain organizations in the EMEA region. It has the capability of delivering malware through the act of showing a hyperlink's contents via mouse hover.
TrendMicro,RANSOM_UIWIX.A,Threat,"May 17, 2017",This ransomware was uncovered by Trend Micro during late May 2017. The first variant of the UIWIX malware family it sports fileless infection capabilities as well as the ability to take advantage of the EternalBlue vulnerability.
TrendMicro,RANSOM_WANA.A,Threat,"May 13, 2017",This ransomware exploits the MS17-010 vulnerability to spread to other vulnerable computers. This Ransomware  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,Ransom_WCRY.SM,Threat,"May 13, 2017",This ransomware exploits the MS17-010 vulnerability to spread to other vulnerable computers. This Ransomware  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.
TrendMicro,ELF_SHISHIGA.A,Threat,"May 02, 2017",This malware was discovered on early May 2017 and is found to be capable of brute-forcing Telnet and SSH logins. Users affected by this malware may find the security of their systems compromised and at risk of information theft.
TrendMicro,TROJ_EQUATED.G,Threat,"April 20, 2017",This malware is related to the Shadow Broker dump that was released on late April 2017. It exploits various vulnerabilities in Windows.
TrendMicro,TROJ_ETERNALROM.A,Threat,"April 18, 2017",TROJ_ETERNALROM.A is a hacking tool released by a hacking group called Shadow Brokers.
TrendMicro,TROJ_EDUSCHO.A,Threat,"April 15, 2017",This malware detected April 2017 is a Trojan related to the hacking group Shadow Brokers' leak. The exploit targets server vulnerabilities and leverages internet and network protocols.
TrendMicro,TROJ_CVE20170199.D,Threat,"April 12, 2017",This malware exploits a vulnerability found in Microsoft Office known as CVE-2017-0199. There are reports that exploits using the said vulnerability are in the wild.
TrendMicro,TROJ_CVE20170199.G,Threat,"April 12, 2017",This malware exploits a vulnerability found in Microsoft Office known as CVE-2017-0199. There are reports that exploits using the said vulnerability are in the wild.
TrendMicro,TROJ_CVE20170199.E,Threat,"April 12, 2017",This malware exploits a vulnerability found in Microsoft Office known as CVE-2017-0199. There are reports that exploits using the said vulnerability are in the wild.
TrendMicro,TROJ_CVE20170199.A,Threat,"April 12, 2017",This malware exploits a vulnerability found in Microsoft Office known as CVE-2017-0199. There are reports that exploits using the said vulnerability are in the wild.
TrendMicro,TROJ_CVE20170199.JEJOVK,Threat,"April 12, 2017",This malware exploits a vulnerability found in Microsoft Office known as CVE-2017-0199. There are reports that exploits using the said vulnerability are in the wild.
TrendMicro,ELF_IMEIJ.A,Threat,"February 27, 2017",New Linux Arm malware spread via RFIs in cgi-bin scripts. This Backdoor  executes commands from a remote malicious user effectively compromising the affected system.
TrendMicro,RANSOM_NETIX.A,Threat,"January 24, 2017",This malware detected late January 2017 infects users through a Netflix login generator application. Once users attempt to use the application the ransomware is installed and then executed on their system.
TrendMicro,RANSOM_YUHAK.A,Threat,"January 23, 2017",This malware was discovered late January 2017 and has been found to affect systems it detects to be in Saudi Arabia. It encrypts .
TrendMicro,RANSOM_SPORA.B,Threat,"January 20, 2017",This ransomware uses a client console giving the affected user a variety of options. including a free trial individual file restore.
TrendMicro,RANSOM_EXMAS.E,Threat,"January 04, 2017",This malware name derived from the title of its ransom note was discovered early January 2017. Victims of this ransomware will have their files encrypted with a ransom note wishing them a Merry Christmas and demanding to pay the ransom in order to retrieve the encrypted files.
TrendMicro,RANSOM_EXMAS.B,Threat,"January 04, 2017",This malware name derived from the title of its ransom note was discovered early January 2017. Victims of this ransomware will have their files encrypted with a ransom note wishing them a Merry Christmas and demanding to pay the ransom in order to retrieve the encrypted files.
TrendMicro,RANSOM_GOLDENEYE.B,Threat,"December 12, 2016",This ransomware discovered in December 2016 has been found to be connected to Mischa and Petya ransomware. Users affected by this malware will experience system reboot which will then execute the ransomware's routine of encrypting files.
TrendMicro,RANSOM_HAPPYLOCKER.A,Threat,"November 16, 2016",This malware  is a new family of ransomware detected mid-November 2016. Users affected by this malware may find their files and documents rendered inaccessible.
TrendMicro,RANSOM_CRYPTOLUCK.A,Threat,"November 15, 2016",This malware is a new family of ransomware discovered on early November 2016. Users affected by this particular ransomware may find their files and documents rendered inaccessible.
TrendMicro,RANSOM_HPCERBER.SM6,Threat,"November 15, 2016",This malware is a variant of malware family CERBER discovered late November 2016 and has been found to be sporting routines that seek out database processes in the affected system. This is believed to enhance its ability to target and infect machines used by businesses.
TrendMicro,RANSOM_SHOR7CUT.A,Threat,"October 20, 2016",This ransomware purportedly targets web servers. Once it finds its target it encrypts files in the web server.
TrendMicro,RANSOM_ENIGMA.B,Threat,"October 11, 2016",This Trojan  arrives on a system as a file dropped by other malware or as a file downloaded unknowingly by users when visiting malicious sites.It executes then deletes itself afterward.
