Src,Name,Type,Date,Desc
Symantec,PUA.BaisvikPCOpt,Risk,"Sep 19, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091916-1702-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.Astromenda!gen7,Risk,"Sep 17, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091707-2905-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SystemOptimizer,Risk,"Sep 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091715-2120-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.NewUtilities,Risk,"Sep 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091410-5105-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.WindowsCareGenius,Risk,"Sep 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091215-0001-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SuperDriverUpdater,Risk,"Sep 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091208-2102-99&om_rssid=sr-mixedsecurityrisks
Symantec,Adware.Browext!gen2,Risk,"Sep 06, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090615-0841-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.JoyoboxCleaner,Risk,"Sep 06, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090614-3342-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.DriverKit,Risk,"Sep 05, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090607-3901-99&om_rssid=sr-mixedsecurityrisks
Symantec,Hacktool.Rexershell,Risk,"Sep 05, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090606-5838-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.RegistryCleanUP6,Risk,"Sep 05, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090515-3444-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.RegTeck,Risk,"Sep 05, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090515-1351-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.QuickPCOptimizer,Risk,"Sep 04, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090414-5735-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.EasyDriverPro,Risk,"Sep 04, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090407-4111-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.EasyPCFaster,Risk,"Sep 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090607-1504-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.VirusVanish,Risk,"Sep 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090315-3529-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.JunkCleaner,Risk,"Sep 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-090315-1618-99&om_rssid=sr-mixedsecurityrisks
Symantec,Hacktool.Psattack!g1,Risk,"Aug 30, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-083015-2512-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.BrowserIO,Risk,"Aug 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-082816-1438-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.AMCleaner,Risk,"Aug 20, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-091115-5114-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.AlleyCAT,Risk,"Aug 20, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-082015-1836-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.FullSpeedPC,Risk,"Aug 16, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081616-5221-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.UltraVirusKiller,Risk,"Aug 14, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081615-2709-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.RegistrySmart,Risk,"Aug 14, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081416-0846-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.ComCarePCCleaner,Risk,"Aug 13, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081316-0250-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.FixItRegOptimizer,Risk,"Aug 09, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081314-5139-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.Shlayer,Risk,"Aug 06, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-081314-3248-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.ChilyRegCleaner,Risk,"Aug 01, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-080817-4456-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCRepairClinic,Risk,"Jul 27, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-073004-1144-99&om_rssid=sr-mixedsecurityrisks
Symantec,Android.Clickads,Risk,"Jul 26, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-080314-2229-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.WinTonic,Risk,"Jul 26, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-072714-0508-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.FastPC,Risk,"Jul 26, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-072616-1153-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.Miner.XMRig!g1,Risk,"Jul 23, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-072714-5734-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.AdvancedCleanerPro,Risk,"Jul 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-071817-1518-99&om_rssid=sr-mixedsecurityrisks
Symantec,Adware.WiFigx,Risk,"Jul 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-071816-3722-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.EasySpeedPC,Risk,"Jul 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-071806-3945-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.Downloader!gen1,Risk,"Jul 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-071803-2334-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Bitcoinminer!g1,Risk,"Jul 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-071207-5011-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Neoscrypt,Risk,"Jun 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-062115-1652-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Burst,Risk,"Jun 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-061815-5513-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Cpuminer,Risk,"Jun 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-061815-4424-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.XMRig!gen1,Risk,"Jun 13, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-061207-0719-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Xmrig,Risk,"Jun 12, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-061105-4627-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.Miner!gen3,Risk,"May 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052815-3956-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCSpeedLane,Risk,"May 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052815-0233-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.RegProtech,Risk,"May 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052807-0817-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.ICLoader!g4,Risk,"May 25, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052806-0740-99&om_rssid=sr-mixedsecurityrisks
Symantec,PasswordRevealer!g1,Risk,"May 22, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052215-4928-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.CoinMiner!gen9,Risk,"May 22, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-052114-1525-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PandaViewer,Risk,"May 15, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051515-4311-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.PUA!gen18,Risk,"May 15, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051413-5914-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.PUA!gen17,Risk,"May 15, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051413-5628-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCUtilityKit,Risk,"May 14, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051514-0447-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.MyDefragmenter,Risk,"May 10, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051113-2156-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCCheckUp,Risk,"May 10, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-051014-1722-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SearchEncrypt,Risk,"May 02, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-050816-5040-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.Bundlore,Risk,"May 02, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-050315-0533-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.LightSpeedPC,Risk,"Apr 25, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-042703-1828-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SweepToolPCCleaner,Risk,"Apr 24, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-042507-4547-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.WinMendDiskCleaner,Risk,"Apr 24, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-042507-0744-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.Astromenda!gen6,Risk,"Apr 20, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-042002-4439-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.CouponViewer,Risk,"Apr 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-041814-3548-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.Miner!gen2,Risk,"Apr 17, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-041614-4622-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.CoinMiner!gen4,Risk,"Apr 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-031515-3128-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.CoinMiner!gen3,Risk,"Apr 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-031515-2939-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.CoinMiner!gen2,Risk,"Apr 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-031515-2736-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.CoinMiner!gen1,Risk,"Apr 03, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-031515-2032-99&om_rssid=sr-mixedsecurityrisks
Symantec,Joke.Clippy,Risk,"Mar 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-033014-2337-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.UTILLABSysOPTIMIZR,Risk,"Mar 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-032815-5029-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCAccelerator,Risk,"Mar 28, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-032814-5442-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.AdvIdentityProtect,Risk,"Mar 27, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-032912-2102-99&om_rssid=sr-mixedsecurityrisks
Symantec,Hacktool.Cactorch,Risk,"Mar 17, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-022106-5218-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.Miner!gen1,Risk,"Feb 22, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-022202-3944-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCProtect,Risk,"Feb 01, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-020116-3626-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.WinASORegOptimizer,Risk,"Jan 24, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-012502-0517-99&om_rssid=sr-mixedsecurityrisks
Symantec,SONAR.PUA!gen14,Risk,"Jan 23, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-012209-0833-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.MacBooster,Risk,"Jan 18, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-011905-1540-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.DllRepairKit,Risk,"Jan 11, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-011106-5230-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.YodotSpeedUpPC,Risk,"Jan 07, 2018",http://www.symantec.com/security_response/writeup.jsp?docid=2018-010806-3552-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.MobileGo,Risk,"Dec 26, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2018-010215-5059-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SpecialSearchOffer,Risk,"Dec 26, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2018-010207-4710-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.GargizerSysRepair,Risk,"Dec 26, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122804-0209-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.MalwareCrusher,Risk,"Dec 26, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122802-3548-99&om_rssid=sr-mixedsecurityrisks
Symantec,Miner.Wasmwebcoin,Risk,"Dec 26, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122703-2717-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SecureDriverUpdater,Risk,"Dec 20, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122114-2543-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PCMedic,Risk,"Dec 20, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122114-1037-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.TuneUP360,Risk,"Dec 15, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122115-0819-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.Astromenda!gen5,Risk,"Dec 13, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121318-1347-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.FileViewPro,Risk,"Dec 12, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121515-5652-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SparksSysDiagnos,Risk,"Dec 12, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121318-0509-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.WinSweeper,Risk,"Dec 12, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121317-4100-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.DriverTuner,Risk,"Dec 12, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121317-2109-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.KnightSysProtect,Risk,"Dec 12, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121316-3719-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SparksSupportdoc,Risk,"Dec 11, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121515-3428-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.SystwkSupportDock,Risk,"Dec 08, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121917-0626-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.HighPCBooster,Risk,"Dec 07, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121907-3855-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.DriverUpdatePlus,Risk,"Dec 07, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-121418-2445-99&om_rssid=sr-mixedsecurityrisks
Symantec,PUA.PrivacyDr,Risk,"Nov 30, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-122212-4405-99&om_rssid=sr-mixedsecurityrisks
Symantec,OSX.MacKeeper,Risk,"Nov 29, 2017",http://www.symantec.com/security_response/writeup.jsp?docid=2017-112912-5229-99&om_rssid=sr-mixedsecurityrisks
